		Total RNA				Ribosome-footprinted RNA			
	hydN	4.1523	3.15201	-0.397639	0.4292	1.15673	0.45644	-1.34155	0.3921
	hyfA	1.56444	0.605303	-1.36992	0.35155	0.0583126	0.0596415	0.0325088	1
	hyfB	2.54006	1.99198	-0.350658	0.38545	0.091567	0.186107	1.02323	0.345
	hyfC	1.2745	0.858339	-0.570313	0.2621	0.195267	0.0499232	-1.96766	1
	hyfD	1.81083	1.22864	-0.559583	0.1945	0.226597	0.0652028	-1.79712	0.2152
	hyfE	1.9021	1.50527	-0.337571	0.5016	0.602499	0.669788	0.152744	0.8792
	hyfF	2.01477	1.48725	-0.43797	0.4507	0.136493	0.260918	0.934774	0.54885
	hyfG	2.28434	1.90289	-0.263584	0.6021	0.487115	0.245622	-0.987821	0.3679
	hyfH	3.28146	2.43547	-0.430135	0.5855	0.426501	0.909626	1.09272	0.4645
	hyfI	3.87296	3.34919	-0.209623	0.70085	0.599159	0.2283	-1.39201	0.3508
	hyfJ	4.3119	3.2799	-0.394672	0.6654	0.354171	0.146048	-1.278	0.64145
	hyfR	2.89958	2.00985	-0.528753	0.16665	0.116011	0.197011	0.764017	1
	hyi	0.884401	0.464723	-0.92833	0.13365	0.989843	1.31024	0.404561	0.5888
	hypA	21.57	19.8739	-0.118157	0.76295	1.32625	1.68543	0.345766	0.75055
	hypB	12.5648	13.6901	0.123743	0.86935	8.63218	27.1898	1.65527	0.00565
	hypC	25.0068	27.0251	0.111982	0.94805	10.6624	21.5958	1.01822	0.56345
	hypD	14.9875	16.7464	0.160093	0.79465	3.0828	4.38341	0.507813	0.6113
	hypE	21.0367	26.4974	0.332941	0.5284	2.9502	3.69647	0.325337	0.7782
	hypF	10.0269	9.74005	-0.0418811	0.907	2.78568	2.60218	-0.0983059	0.83045
	hyuA	2.22932	1.45553	-0.615055	0.1372	0.182735	0.0934495	-0.967491	1
	iaaA	18.0978	19.7636	0.127031	0.80455	10.5137	15.8197	0.589454	0.2699
	iadA	25.8766	25.4086	-0.0263339	1	84.1785	79.3824	-0.0846333	1
	iadA	4.89063	4.20532	-0.217805	0.74355	2.78114	4.49787	0.693565	0.6402
	iap	9.23744	8.78401	-0.0726122	0.8427	6.1688	5.33156	-0.210431	0.6591
	ibpA	101.413	168.023	0.728418	0.03915	190.278	324.549	0.770328	0.07245
	ibpB	119.057	207.828	0.803738	0.0462	39.2432	68.978	0.813696	0.0917
	icd	170.63	178.461	0.0647384	0.85675	875.877	795.374	-0.139096	0.75565
	icdC	1257.23	1313.52	0.0631867	0.8586	5118.49	4936.23	-0.0523067	0.8978
	iclR	48.4239	42.4553	-0.189774	0.5927	18.7471	17.889	-0.0675921	0.8757
	idi	12.0433	11.3347	-0.0874793	0.82265	29.3806	30.4049	0.0494422	0.91335
	idnD	2.55952	1.64295	-0.639585	0.1394	3.99302	3.89775	-0.0348393	0.9463
	idnK	3.18428	3.10966	-0.0342123	0.93845	14.3523	11.0585	-0.376123	0.43205
	idnO	2.7484	2.27941	-0.269936	0.54675	7.15388	5.34868	-0.419542	0.4075
	idnR	3.54774	3.81692	0.105509	0.7876	3.98751	4.93099	0.306389	0.54175
	idnT	4.14947	3.34335	-0.311634	0.4227	0.6223	1.01263	0.702421	0.31605
	ihfA	1215.8	1190.57	-0.0302544	0.9304	1730.89	1542.28	-0.16645	0.68435
	ihfB	364.038	357.091	-0.0277981	0.9366	1783.8	1650.8	-0.111788	0.7818
	ileS	399.42	395.126	-0.0155935	0.97275	278.544	258.675	-0.106762	0.8
	ilvA	21.0143	23.5139	0.162138	0.63425	2.1566	2.3081	0.0979515	0.8504
	ilvB	8.12296	7.35674	-0.142939	0.6918	4.46487	4.55734	0.0295716	0.94805
	ilvC	16.8982	18.1153	0.100345	0.77585	7.55777	6.38544	-0.243175	0.58935
	ilvD	14.9245	16.8031	0.17104	0.6277	3.73854	3.08259	-0.278332	0.5527
	ilvE	23.1428	24.5381	0.0844622	0.81165	33.7559	27.3466	-0.303779	0.47735
	ilvG	10.5007	8.68289	-0.27424	0.56585	1.02347	0.181147	-2.49825	0.2875
	ilvH	10.5303	12.0883	0.199071	0.75005	5.58022	5.67428	0.0241145	0.9774
	ilvI	4.43691	4.23588	-0.0668931	0.8827	2.68669	1.98705	-0.435203	0.4579
	ilvM	24.3765	21.3615	-0.190483	0.7656	6.97486	9.7934	0.489646	0.5563
	ilvN	9.2656	10.1615	0.133161	0.77625	11.87	4.93096	-1.26738	0.10145
	ilvY	46.6017	48.1713	0.0477919	0.8929	15.9272	16.3391	0.0368293	0.9335
	inaA	48.9069	43.7219	-0.161685	0.65105	20.4863	24.1954	0.240071	0.58965
	infA	1878.3	1643	-0.193092	0.58255	3097.56	2553.52	-0.278648	0.48655
	infB	663.974	615.476	-0.109422	0.8075	1016.82	1033.47	0.0234277	0.961
	infC	7307.1	6928.56	-0.0767426	0.8632	1292.2	1136.14	-0.185694	0.6391
	insA	20.5416	19.1443	-0.101632	0.9189	16.6158	8.36535	-0.990055	0.5397
	insA	75.4293	65.3173	-0.207659	0.59915	60.4589	37.2852	-0.697354	0.21165
	insA	27.6463	22.546	-0.294216	0.5393	26.4222	17.97	-0.556155	0.39115
	insA	19.7717	13.2142	-0.581342	0.25965	9.98384	7.8771	-0.34193	0.6934
	insA	10.2124	12.4005	0.280077	0.77415	6.79222	5.36906	-0.339214	0.8482
	insA	16.1929	14.4629	-0.163007	0.75985	8.77202	9.22027	0.0718995	0.9308
	insA	41.3635	32.9371	-0.328647	0.63385	22.2364	31.5542	0.504905	0.6805
	insB	28.965	17.0648	-0.763287	1	19.9751	12.6277	-0.661613	1
	insB	8.56634	7.29189	-0.232385	0.59635	11.9088	8.73878	-0.446519	0.4287
	insB	5.90169	5.50962	-0.099174	0.83525	8.75662	6.75388	-0.374657	0.5466
	insB	18.1312	15.4818	-0.227902	0.5838	12.8706	11.1867	-0.202291	0.69815
	insB	34.6414	29.1386	-0.249566	0.5146	10.5762	9.96689	-0.0856068	0.8762
	insB	13.4102	10.5566	-0.345185	0.40385	11.8678	11.6129	-0.0313225	0.9554
	insB	6.60045	6.01925	-0.132979	0.83735	4.58447	4.51348	-0.0225144	0.9811
	insB	6.02316	4.68156	-0.363532	0.4618	7.08593	7.02689	-0.0120691	0.98445
	insC	13.4017	11.614	-0.20655	0.79675	18.3615	18.6133	0.0196501	0.97255
	insC	24.2902	19.1734	-0.341273	0.6051	22.4987	25.1895	0.162982	0.76035
	insC	25.6112	21.4018	-0.259042	0.7339	34.9466	39.8113	0.188025	0.7243
	insC	22.7367	16.7363	-0.442042	0.59035	39.5938	46.4044	0.228988	0.68755
	insC	11.8623	9.16594	-0.37203	0.71085	10.4264	12.746	0.289796	0.7036
	insC	23.0213	18.6146	-0.306532	0.7258	21.9733	27.7054	0.334414	0.58565
	insD	17.3251	14.3319	-0.273634	0.55215	2.92727	2.02616	-0.530807	0.5904
	insD	11.3558	9.55947	-0.248432	0.57615	1.80181	1.35069	-0.415748	0.6987
	insD	18.0243	12.8713	-0.485785	0.26135	4.29596	3.53796	-0.280065	0.7606
	insD	11.7647	9.60421	-0.292724	0.47455	1.80049	1.55963	-0.207187	0.826
	insD	16.007	12.5603	-0.349828	0.4627	2.48772	2.49635	0.00500044	0.9964
	insD	16.9437	13.9603	-0.279416	0.50435	2.50447	2.61408	0.0618012	0.95555
	insD	17.6751	13.8073	-0.356288	0.35335	2.40575	3.03264	0.334085	0.6477
	insE	11.0282	10.4437	-0.0785556	0.9383	34.2382	29.4803	-0.215857	0.8425
	insE	10.8127	7.94372	-0.444837	0.6247	22.758	20.7872	-0.130675	0.90245
	insE	7.77172	7.99588	0.0410228	0.9572	17.2194	16.5782	-0.0547452	0.9441
	insE	17.4945	17.5863	0.00754525	0.99245	28.734	31.2168	0.119564	0.86535
	insE	8.23265	7.48203	-0.137927	0.8777	13.0091	15.0033	0.205753	0.79775
	insF	3.00368	2.57826	-0.220334	0.66035	2.42759	1.9678	-0.302942	0.7254
	insF	7.03225	5.6551	-0.314435	0.508	3.66501	3.41874	-0.10035	0.9041
	insF	4.28293	3.82192	-0.164303	0.71635	1.87995	1.81887	-0.0476562	0.95305
	insF	2.97192	2.74206	-0.116134	0.849	2.74701	2.7929	0.023903	0.9853
	insF	4.35086	3.91574	-0.152016	0.80615	3.88234	4.06059	0.0647657	0.96485
	insG	13.6938	13.9851	0.0303652	0.93365	8.22719	7.7032	-0.0949422	0.8314
	insH	10.4116	10.0168	-0.0557681	0.8792	3.83341	3.49259	-0.134332	0.7995
	insH	14.2458	14.3885	0.0143859	0.96785	6.41681	6.17736	-0.0548668	0.9154
	insH	14.6732	15.4575	0.0751266	0.83665	9.39928	9.24057	-0.0245689	0.96175
	insH	9.14084	10.6286	0.217559	0.57845	5.63166	5.56323	-0.0176371	0.97045
	insH	348.022	365.686	0.0714271	0.84675	217.709	215.85	-0.0123703	0.97575
	insH	4.91815	4.92879	0.0031191	0.99215	3.4001	3.56869	0.0698166	0.90045
	insH	442.557	471.945	0.0927551	0.81795	245.458	259.46	0.0800374	0.8537
	insH	39.0289	41.7078	0.0957717	0.78695	14.0601	15.2574	0.117903	0.80045
	insH	29.5036	32.3202	0.131547	0.7153	14.4463	16.7656	0.214799	0.65025
	insH	37.7591	39.7037	0.0724496	0.837	14.5896	17.0913	0.228321	0.61355
	insH	9.96475	9.69311	-0.0398735	0.9117	8.40556	10.0214	0.25367	0.5742
	insI	2.42006	1.83738	-0.397398	0.34545	5.10073	4.37854	-0.220253	0.64805
	insI	5.58887	5.17188	-0.111869	0.78375	11.1129	12.0529	0.117142	0.80505
	insI	5.46795	4.87071	-0.16687	0.6738	7.13054	8.68772	0.284966	0.5899
	insJ	5.71801	5.97153	0.0625874	0.9104	2.51584	2.08121	-0.273618	0.7744
	insK	2.81145	2.64566	-0.0876852	0.88265	1.88218	1.60341	-0.231261	0.7539
	insL	33.0594	34.6165	0.0663996	0.8496	16.5261	12.1826	-0.439925	0.3193
	insL	43.8455	43.5901	-0.00842817	0.9816	25.1934	18.7614	-0.425275	0.34845
	insL	41.0271	41.1645	0.00482417	0.98925	20.8644	16.1072	-0.373334	0.3933
	insO	9.17698	8.21795	-0.159241	0.85445	0.17291	1.87746	3.44069	0.0983
	insZ	6.06366	5.0032	-0.277338	0.5288	0.642375	0.359234	-0.838492	0.4612
	intA	16.5975	19.08	0.20109	0.5735	31.6321	31.5902	-0.00191496	0.99545
	intB	13.7243	13.3657	-0.0381933	0.91605	9.84197	9.00015	-0.128998	0.77405
	intD	10.3528	8.33243	-0.313213	0.4084	3.20185	2.69323	-0.249571	0.63685
	intE	0	0	0	1	0	0	0	1
	intF	7.88268	9.97092	0.339041	0.36415	29.2195	33.4242	0.193959	0.62935
	intQ	0.604045	0.499031	-0.275526	0.78825	0.483191	0.237109	-1.02704	0.5953
	intR	4.71974	4.60679	-0.0349458	0.9275	1.13198	1.5571	0.460018	0.4319
	intS	4.78106	4.5694	-0.0653248	0.86545	11.0093	12.0333	0.128301	0.76715
	intZ	12.1092	12.5642	0.0532232	0.8813	4.46418	4.59302	0.0410493	0.9337
	iraD	6.304	4.50943	-0.483323	0.7257	3.4642	3.31005	-0.0656677	0.9659
	iraP	81.3735	60.3011	-0.432375	0.263	250.301	180.999	-0.46768	0.2751
	iscA	369.812	616.179	0.736556	0.05905	150.8	315.719	1.06601	0.01605
	iscR	94.9475	116.775	0.298535	0.39235	358.388	439.388	0.293975	0.4594
	iscS	137.158	239.502	0.804196	0.03	337.176	1070.64	1.6669	0.0003
	iscU	232.299	379.604	0.708514	0.04455	648.354	1301.17	1.00495	0.0129
	iscX	573.876	885.52	0.625785	0.08505	733.462	1508.73	1.04054	0.01155
	ispA	79.7083	82.3406	0.0468735	0.9167	48.9378	47.1211	-0.0545765	0.9158
	ispB	97.3074	89.6783	-0.11779	0.7321	76.5863	79.6465	0.0565251	0.8873
	ispD	100.085	92.3479	-0.116079	0.8936	36.6931	28.3325	-0.373054	0.7655
	ispE	157.644	137.734	-0.194787	0.5947	18.3252	14.2958	-0.358238	0.6245
	ispF	126.762	115.405	-0.135416	0.89685	139.663	116.609	-0.260274	0.74815
	ispG	105.82	128.084	0.275479	0.42965	138.194	118.891	-0.217061	0.58295
	ispH	167.783	174.5	0.0566307	0.86925	81.2899	85.5709	0.0740435	0.8509
	ispU	239.058	201.795	-0.244468	0.65025	100.3	82.816	-0.276335	0.5792
	ivy	44.2442	48.0544	0.11918	0.74725	167.485	189.997	0.181943	0.6551
	jayE	0	0	0	1	0	0	0	1
	katE	2.98268	3.1738	0.0896008	0.85125	8.92459	12.7278	0.51212	0.2459
	katG	44.9321	67.304	0.582947	0.0998	52.8111	119.458	1.17759	0.004
	kbaY	2.3892	1.88541	-0.341647	0.44165	1.83255	1.24753	-0.554775	0.41015
	kbaZ	4.5861	4.00534	-0.195344	0.6064	3.83956	4.71885	0.297496	0.5317
	kbl	333.185	326.609	-0.028756	0.9358	412.804	365.361	-0.176136	0.6683
	kch	3.29396	3.69573	0.166034	0.67595	7.25011	9.09397	0.326906	0.46825
	kdgK	66.6429	72.7482	0.126462	0.7078	154.426	153.635	-0.00740188	0.9848
	kdgR	88.0475	89.4689	0.0231042	0.9446	149.346	137.773	-0.116365	0.7669
	kdgT	5.12484	4.60897	-0.15306	0.6926	1.52288	0.947833	-0.684099	0.3054
	kdpA	2.78894	2.40871	-0.21146	0.5953	1.30603	1.46523	0.165941	0.76465
	kdpB	3.77804	3.94803	0.0634933	0.86265	2.06346	2.9979	0.53889	0.25865
	kdpC	17.8174	19.4169	0.124025	0.9038	5.20106	4.09439	-0.345158	0.83725
	kdpD	17.167	17.4322	0.0221112	0.95505	3.39783	3.79891	0.160973	0.81095
	kdpE	12.096	13.2329	0.129596	0.9122	24.7221	21.9074	-0.174382	0.77265
	kdpF	4.40056	3.90878	-0.170968	0.93885	4.26115	5.20594	0.288916	0.90545
	kdsA	138.981	131.86	-0.0758754	0.82795	411.524	331.458	-0.312152	0.43115
	kdsB	132.084	129.346	-0.0302243	0.93225	227.009	209.255	-0.117485	0.7978
	kdsC	125.325	116.688	-0.103026	0.8831	121.783	121.706	-0.000908855	0.99895
	kdsD	79.0217	75.4469	-0.0667873	0.84315	40.7886	40.496	-0.0103866	0.97775
	kduD	21.578	22.3703	0.0520209	0.88595	19.2216	17.7448	-0.115332	0.79255
	kduI	9.38407	9.0659	-0.0497635	0.89665	11.5617	11.7104	0.018439	0.9659
	kefA	20.2019	18.2989	-0.142729	0.68025	9.47066	7.70825	-0.297062	0.4813
	kefB	8.82824	8.75878	-0.0113953	0.9777	1.57342	1.63626	0.0565019	0.93135
	kefC	6.50355	6.1343	-0.0843278	0.82845	2.25928	2.43464	0.107846	0.8671
	kefF	7.70597	6.0807	-0.341741	0.6993	7.27511	7.84382	0.108588	0.8946
	kefG	12.2108	10.6282	-0.200267	0.79455	4.64641	5.01802	0.111001	0.8919
	kgtP	117.717	122.264	0.0546701	0.8895	227.2	180.928	-0.328548	0.4346
	kilR	1.31933	1.97988	0.585609	0.58245	2.55123	4.3233	0.76094	0.6064
	kptA	6.25708	6.15072	-0.0247352	0.9513	26.4156	32.5594	0.301685	0.5048
	kup	9.07291	7.09785	-0.354183	0.3231	6.27558	4.66365	-0.428288	0.3415
	lacA	0.0117271	0	#NAME?	1	0	0	0	1
	lacI	0.0273114	0.0536475	0.974008	1	0.0551159	0.0527985	-0.061972	1
	lacY	0.0137249	0.0300055	1.12843	1	0.0230813	0.0177055	-0.382529	1
	lacZ	0.0150829	0.020068	0.411985	1	0.0152191	0.0572449	1.91127	1
	lafU	2.92182	2.44543	-0.25678	0.7242	0.119423	0.0436231	-1.45292	1
	lamB	190.956	179.644	-0.0880945	0.80145	902.945	810.689	-0.15549	0.7112
	ldcA	11.5474	12.6708	0.133946	0.7158	15.0681	14.4639	-0.0590443	0.8902
	ldcC	7.24274	6.53652	-0.148014	0.681	5.36783	5.8569	0.125799	0.78005
	ldhA	30.139	34.9933	0.215448	0.53645	103.997	114.875	0.143519	0.7158
	ldrA	551.646	564.371	0.0329009	0.9326	34.4447	14.5405	-1.24421	0.29515
	ldrB	180.644	180.516	-0.00102473	0.99395	4.92004	3.1451	-0.645563	0.7648
	ldrC	398.532	394.385	-0.0150937	0.97055	39.3669	11.3954	-1.78853	0.1654
	lepA	209.501	195.199	-0.102008	0.78515	243.173	210.283	-0.209649	0.60845
	lepB	165.367	155.135	-0.0921444	0.7887	142.441	101.56	-0.488034	0.2459
	leuA	3.39949	2.39569	-0.504879	0.3316	1.05925	0.73402	-0.52915	0.55495
	leuB	4.52657	4.39838	-0.0414483	0.934	1.8825	2.32128	0.302271	0.65705
	leuC	4.18935	3.90774	-0.100394	0.79435	1.24466	1.47255	0.242571	0.67175
	leuD	10.0979	10.944	0.116095	0.765	3.02047	2.7083	-0.157386	0.7998
	leuE	19.4699	17.7253	-0.135432	0.71655	41.9118	36.2471	-0.209492	0.61235
	leuO	3.08653	2.87126	-0.104303	0.8001	3.58945	2.61376	-0.457636	0.3987
	leuS	181.242	184.028	0.0220108	0.95135	121.42	130.347	0.102351	0.79905
	lexA	235.249	232.44	-0.0173291	0.96065	242.25	247.808	0.0327266	0.93355
	lfhA	2.67145	2.34109	-0.190442	0.67255	0.105805	0.0726784	-0.541805	1
	lgt	43.3753	45.5311	0.0699775	0.84545	37.7246	34.3367	-0.135751	0.7442
	lhgO	3.9652	2.98061	-0.411785	0.30025	0.539399	0.494359	-0.125794	0.8666
	lhr	4.64218	3.83503	-0.275565	0.4437	0.9881	0.878094	-0.170282	0.73005
	ligA	58.6088	59.7108	0.0268749	0.9413	115.039	116.64	0.0199357	0.96015
	ligB	4.58237	3.70121	-0.308098	0.7888	1.88277	1.70111	-0.146379	0.95505
	ligT	14.3305	12.8972	-0.152035	0.69195	3.79243	4.16158	0.134009	0.8205
	lipA	125.276	147.072	0.231413	0.5386	265.428	391.046	0.55902	0.1824
	lipB	29.4969	25.1008	-0.232826	0.53555	67.8839	57.4375	-0.241078	0.5489
	lit	0	0	0	1	0	0	0	1
	livF	5.11339	5.50505	0.106477	0.7875	0.907674	0.89641	-0.018015	0.9849
	livG	3.85108	3.25729	-0.241589	0.79415	0.233687	0.21371	-0.12892	1
	livH	8.39476	7.44369	-0.173471	0.7449	0.45039	0.252498	-0.834904	0.582
	livJ	6.96056	6.24822	-0.155759	0.67925	3.67323	3.2943	-0.157081	0.75405
	livK	3.62573	2.59137	-0.484558	0.22175	1.90804	1.92016	0.00913225	0.9856
	livM	4.64305	3.49296	-0.410624	0.504	0.424305	0.596689	0.491878	0.61195
	lldD	69.9099	66.0726	-0.0814454	0.89125	146.086	133.202	-0.133207	0.79945
	lldP	41.1389	40.9613	-0.00624113	0.99195	53.6372	43.0026	-0.318812	0.67285
	lldR	57.5493	56.7516	-0.0201365	0.9815	22.2053	23.394	0.0752341	0.9677
	lnt	33.6165	35.6312	0.0839727	0.81555	14.2386	12.3191	-0.208906	0.6315
	lolA	81.9135	79.6368	-0.0406657	0.90485	596.202	414.536	-0.524303	0.24435
	lolB	20.1731	18.4823	-0.126291	0.92845	39.8019	36.3589	-0.130529	0.81715
	lolC	24.2474	24.7387	0.0289381	0.9475	21.5681	23.4951	0.123458	0.8251
	lolD	36.8674	38.2277	0.0522728	0.92055	37.1919	39.5812	0.0898281	0.885
	lolE	46.4558	47.9452	0.0455268	0.89575	11.2604	10.4136	-0.112794	0.79855
	lomR	13.8022	13.2449	-0.059455	0.92925	0.272791	0.34876	0.354437	1
	lon	207.233	247.177	0.254292	0.52485	197.001	224.831	0.190633	0.6546
	lpcA	130.523	135.611	0.0551726	0.873	737.576	656.93	-0.167052	0.67645
	lpd	719.15	721.378	0.00446276	0.99285	1416.95	1550.4	0.129849	0.79125
	lplA	27.8753	28.2	0.0167062	0.95945	56.7073	54.3793	-0.0604763	0.8822
	lplT	35.3041	36.517	0.0487314	0.88855	4.70897	5.47068	0.216308	0.6491
	lpp	46087.2	44329.7	-0.0560901	0.9119	0	0	0	1
	lptA	175.23	172.613	-0.0217047	0.97005	261.307	252.501	-0.0494528	0.92405
	lptB	163.463	160.711	-0.0244883	0.9449	165.474	151.636	-0.125988	0.75105
	lptC	122.366	114.337	-0.0979098	0.8901	42.7542	42.9718	0.00732256	0.9956
	lptD	97.5406	97.0087	-0.00788872	0.9818	88.4207	83.6777	-0.0795418	0.83965
	lptE	235.001	247.694	0.0758886	0.8622	96.1994	89.1132	-0.110389	0.8076
	lptF	73.511	65.3423	-0.169942	0.75345	41.0195	39.1304	-0.068021	0.90295
	lptG	92.4726	85.3888	-0.114979	0.8001	34.3485	30.9642	-0.149644	0.8009
	lpxA	251.448	249.938	-0.00869442	0.9846	243.263	227.33	-0.0977291	0.82795
	lpxB	62.2223	55.9831	-0.152441	0.8402	28.4537	29.6556	0.0596862	0.9566
	lpxC	1194.83	1302	0.123932	0.7736	712.66	663.702	-0.102678	0.8028
	lpxD	433.237	432.948	-0.000963025	0.99855	180.702	171.395	-0.0762901	0.84945
	lpxH	21.5012	20.9211	-0.0394575	0.9151	10.7161	10.0305	-0.0953807	0.8436
	lpxK	82.0766	75.8599	-0.113633	0.8579	12.0174	10.908	-0.139735	0.898
	lpxL	25.5228	25.4371	-0.00485413	0.9886	50.5946	53.8101	0.0888935	0.8277
	lpxM	46.5415	49.9737	0.102652	0.7678	41.525	50.5444	0.283572	0.4869
	lpxP	6.93174	4.69932	-0.560766	0.15555	11.5792	8.84142	-0.38918	0.4329
	lpxT	19.5384	20.0806	0.039486	0.9146	27.5767	20.0469	-0.460069	0.2904
	lrhA	70.4571	56.215	-0.325789	0.36275	130.167	73.8104	-0.818464	0.0561
	lrp	121.879	132.62	0.121848	0.71855	210.155	165.717	-0.34273	0.3841
	lspA	583.875	596.275	0.0303183	0.97875	49.5527	32.3983	-0.613044	0.8854
	lsrA	1.78943	1.40657	-0.347318	0.5729	0.674545	0.616401	-0.130045	0.863
	lsrB	1.78837	1.73734	-0.0417602	0.9262	1.38402	1.22797	-0.172588	0.78105
	lsrC	2.53177	2.13433	-0.246362	0.7106	0.293581	0.528708	0.848715	0.54195
	lsrD	2.16687	2.06635	-0.0685226	0.92375	0.345322	0.231336	-0.577955	0.7355
	lsrF	1.61493	1.40677	-0.199086	0.67435	5.73223	5.93981	0.0513223	0.91905
	lsrG	3.69406	4.61135	0.319981	0.5916	5.19546	4.17333	-0.316054	0.7065
	lsrK	4.88524	4.68974	-0.0589233	0.87615	2.28124	2.25515	-0.0165962	0.9724
	lsrR	8.22318	8.54312	0.0550672	0.8854	13.4917	13.8976	0.0427692	0.9244
	ltaE	29.9135	30.9734	0.0502351	0.88705	57.6863	61.4653	0.0915437	0.8268
	luxS	294.347	282.372	-0.059925	0.8582	743.27	703.961	-0.0783914	0.84725
	lysA	6.49715	5.8814	-0.143647	0.70005	1.64332	1.9418	0.240777	0.6644
	lysC	7.60878	7.93974	0.0614276	0.8645	5.65885	5.4077	-0.0654938	0.8812
	lysP	26.164	27.0303	0.0469956	0.88975	15.8904	15.6683	-0.0203062	0.9624
	lysR	119.246	105.179	-0.181089	0.79725	9.03635	9.02913	-0.00115361	0.9978
	lysS	281.13	267.257	-0.0730119	0.84995	319.459	289.359	-0.14277	0.7316
	lysU	65.5248	68.6417	0.0670458	0.85355	193.753	199.425	0.0416273	0.92195
	lyxK	3.39789	2.0367	-0.738406	0.24375	0.172536	0.210841	0.289259	0.8887
	maa	53.0496	60.107	0.180192	0.61215	289.798	364.883	0.332386	0.39945
	macA	11.0848	10.7881	-0.0391506	0.9508	13.8319	13.5676	-0.0278374	0.95965
	macB	11.5789	11.6408	0.00769485	0.98455	3.3888	2.85091	-0.249351	0.75795
	maeA	116.776	113.774	-0.0375753	0.91715	260.749	268.075	0.0399784	0.92215
	maeB	89.8983	101.638	0.177071	0.61635	220.686	240.682	0.125128	0.76375
	mak	25.5618	26.4568	0.0496516	0.90995	6.96428	6.39212	-0.123681	0.9333
	mak	5.0924	1.90482	-1.41869	1	38.2523	43.9759	0.201167	1
	malE	166.927	160.502	-0.0566268	0.87235	912.953	849.591	-0.103771	0.81625
	malF	57.8021	60.4461	0.0645263	0.85425	53.7727	52.1888	-0.0431323	0.9146
	malG	86.2523	90.7874	0.0739292	0.8312	79.281	74.112	-0.0972674	0.80045
	malI	7.96664	7.87257	-0.0171369	0.9647	10.4681	12.3714	0.241012	0.59605
	malK	176.206	171.123	-0.0422265	0.9114	184.367	181.132	-0.0255354	0.95365
	malM	135.725	131.535	-0.0452373	0.9002	416.257	362.231	-0.200567	0.6207
	malP	53.3278	52.8571	-0.0127904	0.97015	134.432	131.019	-0.0370976	0.92465
	malQ	57.8285	57.9883	0.00398047	0.9918	30.4326	30.4012	-0.00148715	0.99705
	malS	5.05764	4.14953	-0.285515	0.44725	2.75383	3.02815	0.136996	0.7707
	malT	56.688	58.6496	0.0490788	0.891	20.8521	21.806	0.0645329	0.8739
	malX	21.4486	22.2648	0.0538815	0.8795	36.9622	38.7531	0.0682597	0.8636
	malY	26.9346	27.5702	0.0336464	0.9258	60.9769	61.2792	0.00713577	0.9844
	malZ	6.88524	6.50832	-0.0812209	0.81895	5.29681	4.94657	-0.0986976	0.8294
	manA	33.179	31.9572	-0.0541277	0.87705	122.932	112.039	-0.13386	0.73615
	manX	181.559	186.096	0.0356032	0.92075	450.704	458.967	0.0262075	0.9479
	manY	191.727	201.827	0.0740685	0.82855	384.691	385.32	0.00235974	0.9946
	manZ	148.22	160.475	0.114608	0.74135	185.529	178.534	-0.055444	0.89075
	maoC	0.90319	0.816195	-0.146116	0.7306	0.14161	0.193534	0.450671	1
	map	192.349	194.409	0.0153644	0.9656	413.958	428.394	0.0494558	0.9044
	marA	80.4882	86.1804	0.0985829	0.79605	491.551	510.66	0.0550213	0.8891
	marB	133.599	153.495	0.200287	0.5987	93.0923	69.9957	-0.411395	0.40575
	marC	18.6058	21.6402	0.217962	0.55185	28.3624	23.4961	-0.271561	0.5326
	marR	42.2269	38.5076	-0.133018	0.7232	12.0215	12.3669	0.0408693	0.93595
	matA	0.940268	0.741405	-0.342811	0.5864	1.45294	1.80834	0.315691	0.67505
	matB	14.0046	15.6392	0.159268	0.67465	9.40148	7.65926	-0.295684	0.55745
	matC	2.51765	1.85002	-0.444538	0.34955	0.218205	0.444743	1.02729	0.4311
	mazE	179.81	169.14	-0.0882597	0.8546	1083.42	713.562	-0.602481	0.1975
	mazF	70.6987	63.7602	-0.149027	0.77135	67.6403	59.7444	-0.17908	0.89215
	mazG	40.2012	35.0587	-0.197466	0.56875	25.6255	20.8285	-0.299018	0.4887
	mcbA	4.97297	5.50637	0.146994	0.80195	13.6171	16.6897	0.293535	0.67345
	mcbR	2.00368	2.3946	0.257133	0.5888	2.57292	1.5835	-0.700284	0.29515
	mcrA	0	0	0	1	0	0	0	1
	mcrB	20.7448	21.6228	0.0598093	0.8681	97.9374	86.4279	-0.180363	0.6467
	mcrC	11.7346	12.9187	0.138695	0.7012	10.2555	8.46892	-0.276142	0.5442
	mdaB	40.1221	39.2202	-0.0328023	0.9283	130.385	133.984	0.0392782	0.92305
	mdh	348.697	371.756	0.092381	0.80105	1214.52	1346.47	0.14879	0.721
	mdlA	10.8546	8.88464	-0.288918	1	1.70385	2.65898	0.642074	1
	mdlB	4.41143	4.03066	-0.130234	0.84805	3.00925	1.3496	-1.15687	0.18975
	mdlB	12.3722	10.4819	-0.239201	1	1.82575	1.66433	-0.133541	1
	mdtA	7.33496	7.22828	-0.0211349	0.97125	9.10424	8.04703	-0.178082	0.7408
	mdtB	5.56071	5.15366	-0.109671	0.80375	1.76363	1.59057	-0.148999	0.84045
	mdtC	4.67786	4.2609	-0.13469	0.7045	1.10192	0.960531	-0.198114	0.68715
